hub_id,hub_name,stop_id,lat,lon
HUB_LA_DEFENSE,La Défense,IDFM:71517,48.89161331,2.239764202
HUB_CHATELET,Châtelet,IDFM:39789,48.85805922,2.348079009
HUB_MASSY,Massy Palaiseau,IDFM:486883,48.72531895,2.257682952
HUB_GARE_LYON,Gare de Lyon,IDFM:463046,48.84467563,2.373100582
HUB_ST_LAZARE,Saint-Lazare,IDFM:462969,48.87559482,2.327470237
HUB_AUSTERLITZ,Austerlitz,IDFM:16841,48.87818385,2.575542284
